strategy,generation,min_fitness,mean_fitness,max_fitness,time_per_gen,total_time,cpu_percent,memory_used_MB,mean_diversity,mutation_rate,reinitializations
6,1,0.46400344028187823,0.5000981437673534,0.547287518112054,0.023884296417236328,0.023884296417236328,20.85,390.1640625,141.1539553273965,0.1,0
6,2,0.3608254774288719,0.5009580645412639,0.687007992256146,0.023734331130981445,0.04761862754821777,20.6,390.1640625,80.1459837695887,0.1,0
6,3,0.26787539398891425,0.4985081476979992,0.8217350202828531,0.024209976196289062,0.07182860374450684,30.225,390.1640625,46.56444856506261,0.1,0
6,4,0.15606331009625946,0.49980620076461035,0.8726001530548523,0.024120569229125977,0.09594917297363281,20.275,390.1640625,24.993524313561277,0.1,0
6,5,0.10960722850996796,0.5010602102566258,0.883795336527796,0.02417469024658203,0.12012386322021484,30.375,390.1640625,11.960360014598477,0.1,0
6,6,0.10615332032401426,0.4924383822376607,0.87290811356784,0.023458003997802734,0.14358186721801758,20.825,390.1640625,6.483075808474981,0.1,0
6,7,0.152626280686461,0.5299398230384815,0.8217776688760638,0.023378849029541016,0.1669607162475586,31.375,390.1640625,3.6878024592706335,0.15000000000000002,0
6,8,0.15260686735888962,0.4500178509786333,0.8217775999827079,0.02369546890258789,0.19065618515014648,20.625,390.1640625,2.2788110144282485,0.22500000000000003,0
6,9,0.1526003769838924,0.2676467746770709,0.814994493105726,0.027852535247802734,0.21850872039794922,26.175,390.1640625,1.553861636414004,0.3375,0
6,10,0.15260007385477337,0.22802170083760204,0.7276920307935377,0.026334524154663086,0.2448432445526123,27.85,390.1640625,1.716122420398916,0.5062500000000001,0
6,11,0.15260025825139034,0.29632545426821,0.8587124325732658,0.02718496322631836,0.27202820777893066,26.975,390.1640625,2.4230055392964926,0.7593750000000001,0
6,12,0.1526013987850009,0.3972065985295991,0.8712166078414867,0.02420330047607422,0.2962315082550049,20.15,390.1640625,3.5447644754729506,1.1390625,0
6,13,0.13583971972610487,0.4678358567701802,0.8727227839640022,0.023782014846801758,0.32001352310180664,30.8,390.1640625,5.4453996405404475,1.1390625,0
6,14,0.10199687472093166,0.47363860036927574,0.8727987383950214,0.023355484008789062,0.3433690071105957,20.925,390.1640625,5.8374574528620355,1.1390625,0
6,15,0.10239016312684851,0.49578783014932787,0.8729023953336086,0.024699926376342773,0.3680689334869385,29.7,390.1640625,6.007214717598888,1.1390625,0
6,16,0.10201285064478899,0.48681888667391876,0.8729537147464281,0.023717403411865234,0.3917863368988037,20.5,390.1640625,5.973004055866165,1.1390625,0
6,17,0.11127547316252417,0.46545141293838627,0.8730083216983641,0.02468729019165039,0.4164736270904541,19.775,390.1640625,6.078097241228364,1.1390625,0
6,18,0.10443580600398589,0.4685697524345717,0.8729772276386891,0.02494335174560547,0.44141697883605957,29.375,390.1640625,6.045651132042897,1.1390625,0
6,19,0.10338421834128309,0.4716383941339145,0.8729050248874974,0.024134159088134766,0.46555113792419434,20.225,390.1640625,5.891739276464401,1.1390625,0
6,20,0.10197237917424934,0.47008391600769994,0.8729935396832182,0.023466110229492188,0.4890172481536865,31.175,390.1640625,6.141503626832779,1.1390625,0
6,21,0.13591956403367111,0.48456591532616883,0.872998684556985,0.02318739891052246,0.512204647064209,21.0,390.1640625,6.045931972051325,1.1390625,0
6,22,0.11242402084375475,0.4840047710459299,0.872715527533861,0.023351192474365234,0.5355558395385742,20.9,390.1640625,5.931386314580073,1.1390625,0
6,23,0.11435079020047978,0.47991836886829703,0.8729804615213063,0.023627281188964844,0.5591831207275391,31.0,390.1640625,5.99137223162535,1.1390625,0
6,24,0.10362495606793759,0.49749314481807494,0.8730088272056389,0.023728609085083008,0.5829117298126221,20.55,390.1640625,5.9094044550260065,1.1390625,0
6,25,0.15260098625100793,0.47503239732814806,0.8730008342941038,0.023714542388916016,0.6066262722015381,30.775,390.1640625,5.9748066743892965,1.1390625,0
6,26,0.11569796912725178,0.45670015166079514,0.8730083852976047,0.023122310638427734,0.6297485828399658,21.075,390.1640625,5.925678571751509,1.1390625,0
6,27,0.11067352822327803,0.4613713272589739,0.8726338537574068,0.02347087860107422,0.65321946144104,20.7,390.1640625,6.026248040350506,1.1390625,0
6,28,0.10281583068834343,0.4853859919613711,0.8729021993141384,0.023319721221923828,0.6765391826629639,31.375,390.1640625,6.026751779915104,1.1390625,0
6,29,0.10559268692386475,0.48631622794298307,0.8725919680168498,0.023778200149536133,0.7003173828125,30.7,390.1640625,6.060796075664324,1.1390625,0
6,30,0.10349238554274781,0.494445782798496,0.8730091544553402,0.024165630340576172,0.7244830131530762,20.2,390.1640625,6.104330349425265,1.1390625,0
6,31,0.10270038173938517,0.47481106320957195,0.8729397546658166,0.025614261627197266,0.7500972747802734,28.55,390.1640625,5.915203870905956,1.1390625,0
6,32,0.10518605737462794,0.4732096747114525,0.8730084965873302,0.02507305145263672,0.7751703262329102,19.4,390.1640625,6.06689114385466,1.1390625,0
6,33,0.11744052040896263,0.4846009165431326,0.8730076304659891,0.02538323402404785,0.800553560256958,28.8,390.1640625,6.00268794530186,1.1390625,0
6,34,0.1485758986602853,0.47412733585818245,0.873008968533164,0.02488398551940918,0.8254375457763672,19.6,390.1640625,6.0598523534517605,1.1390625,0
6,35,0.1150609348851307,0.47904267410546647,0.8730092246337054,0.02382826805114746,0.8492658138275146,30.65,390.1640625,5.981620694997666,1.1390625,0
6,36,0.10669838652446456,0.46715412961603453,0.8730094812130245,0.02407360076904297,0.8733394145965576,20.275,390.1640625,5.957173546070225,1.1390625,0
