run,generation,min_fitness,mean_fitness,max_fitness,fitness_calls,fitness_time_total,avg_time_per_gen,cpu_percent,memory_used_MB,population,run_time_seconds,total_time_seconds,total_fitness_calls,total_fitness_eval_time
20,1,0.1727897973987534,0.5042541578703358,0.8762120412250435,998,0.01843857765197754,0.036821722984313965,34.1,4650.203125,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 1. 1. ... 0. 1. 1.]
 [0. 1. 0. ... 1. 0. 1.]
 ...
 [0. 0. 0. ... 0. 1. 1.]
 [0. 0. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 0. 1. 0.]]",42.48927140235901,864.1991529464722,249483,4.5977301597595215
20,50,0.048439005517657285,0.5106302374638275,0.9902818815357666,25400,0.4649629592895508,0.06111295550477271,33.9,4669.25390625,"[[1. 0. 0. ... 1. 0. 1.]
 [0. 0. 0. ... 0. 0. 1.]
 [0. 1. 0. ... 0. 0. 1.]
 ...
 [0. 1. 1. ... 1. 1. 1.]
 [0. 1. 1. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 0. 1.]]",42.48927140235901,864.1991529464722,249483,4.5977301597595215
20,100,0.06844869046334312,0.5482210744995154,0.9902840839406002,50305,0.9249699115753174,0.06369153107746993,37.7,4670.4140625,"[[1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 1. 0. 0.]
 [1. 0. 1. ... 0. 1. 1.]
 ...
 [1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 1. 0.]]",42.48927140235901,864.1991529464722,249483,4.5977301597595215
20,150,0.015137426897189776,0.6434458802412275,0.9902840874178122,75216,1.380922794342041,0.06811653541413364,32.5,4675.7578125,"[[1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 1. 1.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [0. 1. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 1. 1.]]",42.48927140235901,864.1991529464722,249483,4.5977301597595215
20,200,0.03954463131498265,0.637223378726417,0.9902840891262872,100109,1.8428592681884766,0.07161089081076247,34.2,4669.9609375,"[[1. 0. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 0. 0.]
 ...
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 1. ... 0. 1. 0.]
 [1. 0. 1. ... 0. 0. 0.]]",42.48927140235901,864.1991529464722,249483,4.5977301597595215
20,250,0.04058398697054172,0.6664403679267443,0.9902840901136909,125012,2.2941629886627197,0.07428421822202158,33.3,4692.3125,"[[1. 0. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 0. 1. 1.]]",42.48927140235901,864.1991529464722,249483,4.5977301597595215
20,300,0.021761960020081073,0.6339789198340752,0.9902840901136909,149908,2.7528936862945557,0.07669066749141858,36.3,4653.2421875,"[[1. 0. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 ...
 [1. 0. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 0. 0. 0.]
 [1. 1. 0. ... 1. 1. 1.]]",42.48927140235901,864.1991529464722,249483,4.5977301597595215
20,350,0.02349175315783636,0.6472728523171647,0.9902840901136909,174809,3.220958709716797,0.07897168414884823,33.9,4641.76953125,"[[1. 0. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 [1. 1. 0. ... 0. 1. 0.]
 ...
 [1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 0. 1. ... 0. 1. 1.]]",42.48927140235901,864.1991529464722,249483,4.5977301597595215
20,400,0.0024575090888400153,0.6711278809007096,0.9902840901218734,199698,3.6841626167297363,0.08134203361454152,33.0,4638.46484375,"[[1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 0. 1. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 0. 1.]
 [0. 0. 0. ... 1. 1. 1.]]",42.48927140235901,864.1991529464722,249483,4.5977301597595215
20,450,0.033637005800446096,0.6440702248712624,0.9902840901218734,224590,4.144245147705078,0.08296846391885085,32.9,4663.765625,"[[1. 0. 0. ... 0. 1. 0.]
 [1. 0. 1. ... 0. 1. 0.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [0. 0. 0. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 0. 0. ... 1. 0. 1.]]",42.48927140235901,864.1991529464722,249483,4.5977301597595215
20,500,0.033795564511995724,0.6611714050929235,0.9902840901218734,249483,4.5977301597595215,0.0847610023445236,29.9,4668.03515625,"[[1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 1. 1. 0.]
 ...
 [1. 0. 0. ... 0. 1. 1.]
 [0. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 1. 0.]]",42.48927140235901,864.1991529464722,249483,4.5977301597595215
