run,generation,min_fitness,mean_fitness,max_fitness,fitness_calls,fitness_time_total,avg_time_per_gen,cpu_percent,memory_used_MB,population,run_time_seconds,total_time_seconds,total_fitness_calls,total_fitness_eval_time
1,1,0.1100446652140123,0.5005759476034404,0.8289848546593609,998,0.024756908416748047,0.04257524013519287,18.4,4288.22265625,"[[1. 0. 0. ... 0. 1. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 0. ... 1. 1. 1.]
 ...
 [1. 0. 1. ... 0. 1. 0.]
 [1. 0. 0. ... 1. 0. 0.]
 [0. 1. 0. ... 1. 0. 0.]]",38.17244601249695,38.17334246635437,249532,4.630850553512573
1,50,0.002764863209912316,0.5436582832206066,0.999888705216643,25400,0.46666407585144043,0.06077124090755687,33.1,4294.22265625,"[[1. 0. 0. ... 1. 0. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 1. 0.]
 ...
 [1. 0. 1. ... 1. 1. 1.]
 [1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 0. 1.]]",38.17244601249695,38.17334246635437,249532,4.630850553512573
1,100,0.021817951058144824,0.5591358929642445,0.9999951708644759,50312,0.9208266735076904,0.06526590573905718,35.3,4278.94140625,"[[1. 0. 0. ... 0. 0. 0.]
 [1. 0. 0. ... 0. 1. 1.]
 [1. 1. 1. ... 0. 0. 0.]
 ...
 [1. 0. 0. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 1. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",38.17244601249695,38.17334246635437,249532,4.630850553512573
1,150,0.010692124448445306,0.6127174188666223,0.999995876852407,75224,1.3933393955230713,0.06764436241806737,49.5,4383.72265625,"[[1. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 1. 0.]
 [1. 0. 1. ... 1. 1. 0.]
 ...
 [1. 0. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 0. 1.]
 [1. 0. 0. ... 0. 1. 0.]]",38.17244601249695,38.17334246635437,249532,4.630850553512573
1,200,0.002460636619594503,0.6330543681886953,0.9999999979907094,100130,1.8409004211425781,0.06929175414849277,50.5,4665.09765625,"[[1. 0. 0. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 1. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 ...
 [1. 0. 0. ... 0. 1. 1.]
 [1. 1. 0. ... 1. 1. 0.]
 [1. 0. 0. ... 0. 0. 1.]]",38.17244601249695,38.17334246635437,249532,4.630850553512573
1,250,0.03439973692108028,0.6396647109635467,0.9999999979907094,125031,2.3157317638397217,0.07146169464901624,53.7,4399.953125,"[[1. 0. 0. ... 1. 1. 1.]
 [1. 0. 0. ... 1. 0. 0.]
 [1. 0. 0. ... 1. 1. 1.]
 ...
 [1. 0. 0. ... 1. 0. 1.]
 [1. 0. 1. ... 1. 1. 1.]
 [1. 1. 0. ... 1. 1. 1.]]",38.17244601249695,38.17334246635437,249532,4.630850553512573
1,300,0.022196567633875286,0.636910059112229,0.9999999996977174,149939,2.7826902866363525,0.07290320697416895,48.5,4357.15625,"[[1. 0. 0. ... 0. 1. 0.]
 [0. 1. 1. ... 1. 1. 0.]
 [0. 1. 1. ... 1. 0. 0.]
 ...
 [0. 1. 1. ... 0. 1. 0.]
 [1. 0. 0. ... 0. 1. 0.]
 [1. 0. 0. ... 1. 1. 1.]]",38.17244601249695,38.17334246635437,249532,4.630850553512573
1,350,0.021549950877726376,0.6636375898331482,0.9999999999110933,174839,3.2414979934692383,0.07365164254126046,32.7,4341.359375,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 1. 1. ... 0. 1. 1.]
 [0. 0. 1. ... 0. 1. 1.]
 ...
 [0. 1. 1. ... 1. 1. 0.]
 [0. 1. 1. ... 0. 1. 0.]
 [0. 1. 1. ... 1. 1. 0.]]",38.17244601249695,38.17334246635437,249532,4.630850553512573
1,400,0.030706083577788812,0.6469536729266054,0.9999999999110933,199740,3.712440252304077,0.074577459373379,34.2,4329.6484375,"[[1. 0. 0. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 1. 0.]
 [0. 1. 1. ... 0. 0. 0.]
 ...
 [0. 0. 1. ... 1. 1. 0.]
 [0. 1. 1. ... 0. 0. 1.]
 [0. 1. 1. ... 0. 0. 0.]]",38.17244601249695,38.17334246635437,249532,4.630850553512573
1,450,0.018316761418433358,0.664595093948372,0.9999999999110933,224642,4.163475751876831,0.07535521418450941,32.5,4330.9609375,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 1. 1. ... 1. 0. 1.]
 [0. 1. 1. ... 1. 1. 0.]
 ...
 [0. 1. 1. ... 0. 1. 0.]
 [0. 1. 1. ... 0. 1. 1.]
 [0. 1. 1. ... 1. 0. 0.]]",38.17244601249695,38.17334246635437,249532,4.630850553512573
1,500,0.04599762577751304,0.6421261285233718,0.9999999999110933,249532,4.630850553512573,0.07614322241670833,35.5,4332.1328125,"[[1. 0. 0. ... 0. 0. 0.]
 [0. 1. 1. ... 0. 1. 0.]
 [0. 0. 1. ... 1. 0. 1.]
 ...
 [0. 1. 1. ... 0. 0. 1.]
 [0. 0. 1. ... 1. 0. 1.]
 [0. 1. 1. ... 1. 0. 1.]]",38.17244601249695,38.17334246635437,249532,4.630850553512573
