run,generation,min_fitness,mean_fitness,max_fitness,time_per_gen,total_time,cpu_percent,cpu_time,memory_used_MB
7,1,0.20387722291642602,0.5039827992001332,0.9611228428086604,0.03327298164367676,0.03327298164367676,22.825,1033.23,326.2578125
7,2,0.21353101001543257,0.5067009924812833,0.9611228428086604,0.029990434646606445,0.0632634162902832,25.0,1033.26,326.2578125
7,3,0.12542021407213777,0.5098869026994153,0.9611228428086604,0.02939629554748535,0.09265971183776855,25.5,1033.29,326.2578125
7,4,0.13524253662797753,0.518236077133038,0.9611228428086604,0.030011415481567383,0.12267112731933594,25.0,1033.32,326.2578125
7,5,0.19879668638603054,0.5234669265999908,0.9611228428086604,0.032227516174316406,0.15489864349365234,23.3,1033.35,326.2578125
7,6,0.056937739908253404,0.523839153933065,0.9611228428086604,0.030482769012451172,0.18538141250610352,24.575,1033.38,326.2578125
7,7,0.056937739908253404,0.5326585909105542,0.9621947203593042,0.030915498733520508,0.21629691123962402,24.25,1033.41,326.2578125
7,8,0.1905282335471289,0.5480217033604513,0.9621947203593042,0.03140974044799805,0.24770665168762207,23.9,1033.44,326.2578125
7,9,0.12028006774895139,0.5719648154074586,0.9621947203593042,0.02937936782836914,0.2770860195159912,25.5,1033.47,326.2578125
7,10,0.12028006774895139,0.5935174676741567,0.9621947203593042,0.029247283935546875,0.3063333034515381,25.65,1033.5,326.2578125
7,11,0.12028006774895139,0.6540383474666528,0.9621947203593042,0.028594255447387695,0.3349275588989258,26.225,1033.53,326.2578125
7,12,0.12028006774895139,0.6786536303669495,0.9621947203593042,0.02830648422241211,0.3632340431213379,26.5,1033.56,326.2578125
7,13,0.12028006774895139,0.7182707979030687,0.9621947203593042,0.028140544891357422,0.3913745880126953,26.675,1033.59,326.2578125
7,14,0.061750555333007495,0.7537342221767096,0.9621947203593042,0.027043581008911133,0.41841816902160645,27.7,1033.6200000000001,326.2578125
7,15,0.12028006774895139,0.8002802586029191,0.9621947203593042,0.025933504104614258,0.4443516731262207,19.275,1033.64,326.2578125
7,16,0.12028006774895139,0.8248489411611575,0.9621947203593042,0.025194644927978516,0.4695463180541992,29.775,1033.67,326.2578125
7,17,0.1905282335471289,0.8586136386649144,0.9621947203593042,0.026645660400390625,0.49619197845458984,18.8,1033.69,326.2578125
7,18,0.1905282335471289,0.8678682113166277,0.9621947203593042,0.02574920654296875,0.5219411849975586,29.05,1033.72,326.2578125
7,19,0.1905282335471289,0.8887535606557005,0.9621947203593042,0.02578568458557129,0.5477268695831299,19.4,1033.74,326.2578125
7,20,0.36605836099609645,0.8949867898807947,0.9621947203593042,0.024145126342773438,0.5718719959259033,31.025,1033.77,326.2578125
7,21,0.09680576361154158,0.8884605135094916,0.9621947203593042,0.02478170394897461,0.5966536998748779,20.175,1033.79,326.2578125
7,22,0.2932950610094148,0.8990354064267686,0.9621947203593042,0.024656057357788086,0.621309757232666,30.425,1033.82,326.2578125
7,23,0.3422140624183483,0.9019522176310515,0.9621947203593042,0.0245819091796875,0.6458916664123535,20.35,1033.84,326.2578125
7,24,0.02187162634455797,0.9040750712396316,0.9621947203593042,0.02522730827331543,0.671118974685669,29.725,1033.8700000000001,326.2578125
7,25,0.1562819466980359,0.9021732297676562,0.9621947203593042,0.025396347045898438,0.6965153217315674,19.7,1033.89,326.2578125
7,26,0.29445357660640076,0.9031834147337389,0.9621947203593042,0.024738788604736328,0.7212541103363037,30.325,1033.92,326.2578125
7,27,0.1851897112058109,0.900369489232872,0.9621947203593042,0.02445197105407715,0.7457060813903809,20.5,1033.94,326.2578125
7,28,0.34081093973094434,0.9028539741182312,0.9621947203593042,0.024356603622436523,0.7700626850128174,30.725,1033.97,326.2578125
7,29,0.34081093973094434,0.9028669841360786,0.9621947203593042,0.024157047271728516,0.7942197322845459,20.7,1033.99,326.2578125
7,30,0.41215734714929475,0.9053441396136357,0.9621947203593042,0.025096893310546875,0.8193166255950928,29.875,1034.02,326.2578125
7,31,0.2067487131604997,0.9031009284402974,0.9621947203593042,0.02581000328063965,0.8451266288757324,19.375,1034.04,326.2578125
7,32,0.12433517838955332,0.898764282723431,0.9621947203593042,0.025574445724487305,0.8707010746002197,29.325,1034.07,326.2578125
7,33,0.39673988302120605,0.905860662453855,0.9621947203593042,0.024419784545898438,0.8951208591461182,20.475,1034.09,326.2578125
7,34,0.46334009837204937,0.8992540045106006,0.9621947203593042,0.02498602867126465,0.9201068878173828,30.025,1034.1200000000001,326.2578125
7,35,0.4628281380896165,0.9070234327325022,0.9621947203593042,0.02458930015563965,0.9446961879730225,20.325,1034.14,326.2578125
7,36,0.10225138822179619,0.899800420212795,0.9621947203593042,0.024703502655029297,0.9693996906280518,30.35,1034.17,326.2578125
7,37,0.25098140516350675,0.908301546900748,0.9621947203593042,0.026602506637573242,0.996002197265625,18.8,1034.19,326.2578125
7,38,0.21112394642434817,0.9112243970962456,0.9621947203593042,0.025850534439086914,1.021852731704712,29.0,1034.22,326.2578125
7,39,0.25105022280916667,0.9123726997093401,0.9621947203593042,0.025508642196655273,1.0473613739013672,19.6,1034.24,326.2578125
7,40,0.205399641536331,0.9133554594208244,0.9621947203593042,0.024821043014526367,1.0721824169158936,30.2,1034.27,326.2578125
7,41,0.22875707662903944,0.9069793966178581,0.9621947203593042,0.02625107765197754,1.098433494567871,28.575,1034.3,326.2578125
7,42,0.102748278547527,0.9059481116671504,0.9621947203593042,0.025380373001098633,1.1238138675689697,19.7,1034.32,326.2578125
7,43,0.20523722838100278,0.900783869663404,0.9621947203593042,0.025906085968017578,1.1497199535369873,29.05,1034.35,326.2578125
7,44,0.10239970132864529,0.9039645036172128,0.9621947203593042,0.026267051696777344,1.1759870052337646,18.975,1034.3700000000001,326.2578125
7,45,0.23693742477126878,0.9145864476767078,0.9621947203593042,0.02428722381591797,1.2002742290496826,30.9,1034.4,326.2578125
7,46,0.3701198991833288,0.9112735029546981,0.9621947203593042,0.027764320373535156,1.2280385494232178,27.025,1034.43,326.2578125
7,47,0.3165504039783796,0.9143180304535835,0.9621947203593042,0.026200294494628906,1.2542388439178467,19.075,1034.45,326.2578125
7,48,0.1303352824166622,0.9093630157224855,0.9621947203593042,0.025781631469726562,1.2800204753875732,29.075,1034.48,326.2578125
7,49,0.18403962212701502,0.9246127831989511,0.9621947203593042,0.02481555938720703,1.3048360347747803,20.15,1034.5,326.2578125
7,50,0.039015096313147646,0.9197921014803428,0.9621947203593042,0.025426387786865234,1.3302624225616455,29.5,1034.53,326.2578125
7,51,0.10673209238230841,0.9263164518118038,0.9621947203593042,0.027477025985717773,1.3577394485473633,27.375,1034.56,326.2578125
7,52,0.48956742057469343,0.9287483346833548,0.9621947203593042,0.025174856185913086,1.3829143047332764,29.7,1034.59,326.2578125
7,53,0.4554197246254646,0.9256815696956141,0.9621947203593042,0.02660059928894043,1.4095149040222168,18.8,1034.61,326.2578125
7,54,0.09353933291288286,0.9202862664867737,0.9621947203593042,0.028867483139038086,1.4383823871612549,26.0,1034.64,326.2578125
7,55,0.38652057118781374,0.9208169699086423,0.9621947203593042,0.026424646377563477,1.4648070335388184,28.35,1034.67,326.2578125
7,56,0.1626591017148254,0.9231614776216429,0.9621947203593042,0.02442455291748047,1.4892315864562988,20.475,1034.69,326.2578125
7,57,0.32112473822304133,0.9236963124647165,0.9621947203593042,0.025964021682739258,1.515195608139038,28.9,1034.72,326.2578125
7,58,0.4346958249808162,0.9159773063763464,0.9621947203593042,0.027509450912475586,1.5427050590515137,27.3,1034.75,326.2578125
7,59,0.23605629788961385,0.9166660815573395,0.9621947203593042,0.025358915328979492,1.5680639743804932,19.7,1034.77,326.2578125
7,60,0.15962613211974275,0.9205778832282133,0.9621947203593042,0.026110172271728516,1.5941741466522217,28.725,1034.8,326.2578125
7,61,0.15962613211974275,0.9285758139512281,0.9621947203593042,0.025654315948486328,1.619828462600708,19.5,1034.82,326.2578125
7,62,0.33314077149026255,0.9316315472671639,0.9621947203593042,0.026323556900024414,1.6461520195007324,28.5,1034.85,326.2578125
7,63,0.06170506480545174,0.9278434638870274,0.9621947203593042,0.02673935890197754,1.67289137840271,28.025,1034.88,326.2578125
7,64,0.32252032831839117,0.9300464216393799,0.9621947203593042,0.02720022201538086,1.7000916004180908,18.375,1034.9,326.2578125
7,65,0.32252032831839117,0.9283749656243887,0.9621947203593042,0.026426315307617188,1.726517915725708,28.375,1034.93,326.2578125
7,66,0.1038172873553137,0.913190845015058,0.9621947203593042,0.02684640884399414,1.7533643245697021,27.95,1034.96,326.2578125
7,67,0.4754326182908942,0.9237140424515151,0.9621947203593042,0.02530384063720703,1.7786681652069092,19.75,1034.98,326.2578125
7,68,0.46559814198713806,0.9357957887657551,0.9621947203593042,0.02595663070678711,1.8046247959136963,28.9,1035.01,326.2578125
7,69,0.12666149089391987,0.9343454115921281,0.9621947203593042,0.02802872657775879,1.832653522491455,26.775,1035.04,326.2578125
7,70,0.3645887404142185,0.9330081310619697,0.9621947203593042,0.02788686752319336,1.8605403900146484,17.925,1035.06,326.2578125
7,71,0.2151453229053908,0.9337763109783892,0.9621947203593042,0.027754783630371094,1.8882951736450195,27.0,1035.09,326.2578125
