run,generation,min_fitness,mean_fitness,max_fitness,fitness_calls,fitness_time_total,avg_time_per_gen,cpu_percent,memory_used_MB,run_time_seconds,total_time_seconds,total_fitness_calls,total_fitness_eval_time
24,1,0.33286528873539684,0.5061094843640412,0.9493362092688546,600,0.011955738067626953,0.03299415111541748,52.6,8757.01171875,61.65906572341919,1090.7173993587494,50111,1.2439849376678467
24,50,0.15270180833223357,0.8208252649572427,0.8730080731438585,5314,0.11748027801513672,0.0778054863798852,58.7,8763.53125,61.65906572341919,1090.7173993587494,50111,1.2439849376678467
24,100,0.159012824529211,0.8470388032271653,0.9963451373449438,10277,0.22947192192077637,0.08387906244485685,60.3,8764.390625,61.65906572341919,1090.7173993587494,50111,1.2439849376678467
24,150,0.056421833177817016,0.8921593482393262,0.9994069806652666,15264,0.3399970531463623,0.08652066710768946,61.1,8748.6328125,61.65906572341919,1090.7173993587494,50111,1.2439849376678467
24,200,0.022757937932655126,0.9129993405315364,0.999129851126779,20243,0.45227646827697754,0.09036208385258765,59.6,8709.140625,61.65906572341919,1090.7173993587494,50111,1.2439849376678467
24,250,0.02167669407844114,0.9095439722996146,0.9998998284313203,25221,0.571826696395874,0.09506313259383121,62.2,8787.390625,61.65906572341919,1090.7173993587494,50111,1.2439849376678467
24,300,0.007535819704339697,0.9288512250422889,0.9998789027745626,30203,0.703500509262085,0.1016896563114914,72.6,8687.828125,61.65906572341919,1090.7173993587494,50111,1.2439849376678467
24,350,0.02316535964928068,0.9136774704522957,0.9989033430368657,35189,0.8346590995788574,0.1076521499883755,64.5,8684.37890625,61.65906572341919,1090.7173993587494,50111,1.2439849376678467
24,400,0.023664220856047413,0.9178937585584329,0.9949257810395591,40162,0.9623723030090332,0.11216106973681367,63.3,8723.4453125,61.65906572341919,1090.7173993587494,50111,1.2439849376678467
24,450,0.021802115768462638,0.9207044906403804,0.9998458524549969,45135,1.0923545360565186,0.11607800090392255,69.8,8823.78515625,61.65906572341919,1090.7173993587494,50111,1.2439849376678467
24,500,0.021628573826499686,0.9181832776011635,0.9993335186227313,50111,1.2439849376678467,0.12302292321256535,80.6,8541.71484375,61.65906572341919,1090.7173993587494,50111,1.2439849376678467
