run,generation,min_fitness,mean_fitness,max_fitness,fitness_calls,fitness_time_total,avg_time_per_gen,cpu_percent,memory_used_MB,run_time_seconds,total_time_seconds,total_fitness_calls,total_fitness_eval_time
28,1,0.2539663361690936,0.5075336641820806,0.9722969750444905,600,0.011782169342041016,0.031794190406799316,100.0,8568.75390625,56.43046188354492,1326.0034987926483,50231,1.1600089073181152
28,50,0.003953720931757998,0.9006588012728433,0.9901257858606811,5470,0.11755824089050293,0.07060763882655724,63.0,8589.875,56.43046188354492,1326.0034987926483,50231,1.1600089073181152
28,100,0.01343717360795732,0.8740997663454013,0.9902815342385691,10447,0.22356271743774414,0.0748733388315333,59.2,8549.8125,56.43046188354492,1326.0034987926483,50231,1.1600089073181152
28,150,0.010370246142788142,0.9162461556044746,0.9902838556635752,15416,0.32329702377319336,0.07637211660675655,43.0,8565.43359375,56.43046188354492,1326.0034987926483,50231,1.1600089073181152
28,200,0.029604439626129186,0.913446371926256,0.990284087213414,20395,0.4470384120941162,0.08544139956953514,65.9,8622.1796875,56.43046188354492,1326.0034987926483,50231,1.1600089073181152
28,250,0.0025803937041443126,0.922499117538797,0.9902840259815073,25371,0.5569076538085938,0.0886411210930205,58.5,8669.50390625,56.43046188354492,1326.0034987926483,50231,1.1600089073181152
28,300,0.03563990044945342,0.9178231700824606,0.9902840629809564,30338,0.6670303344726562,0.09239825299411913,52.3,8549.97265625,56.43046188354492,1326.0034987926483,50231,1.1600089073181152
28,350,0.02023153575765313,0.9010479068564632,0.9902789128973233,35314,0.7943358421325684,0.09859221681230768,62.8,8560.78515625,56.43046188354492,1326.0034987926483,50231,1.1600089073181152
28,400,0.005905284749389006,0.9036618267309037,0.9902814440416297,40290,0.909754753112793,0.10266183023143588,53.9,8579.93359375,56.43046188354492,1326.0034987926483,50231,1.1600089073181152
28,450,0.012470851602732314,0.9150197019126035,0.9902673476921682,45259,1.0527513027191162,0.1100389407637907,74.4,8612.98046875,56.43046188354492,1326.0034987926483,50231,1.1600089073181152
28,500,0.0029346962932483844,0.905233921679941,0.9902838629140068,50231,1.1600089073181152,0.11258865306953232,51.0,8566.29296875,56.43046188354492,1326.0034987926483,50231,1.1600089073181152
