run,generation,min_fitness,mean_fitness,max_fitness,fitness_calls,fitness_time_total,avg_time_per_gen,cpu_percent,memory_used_MB,run_time_seconds,total_time_seconds,total_fitness_calls,total_fitness_eval_time
6,1,0.16501595448955164,0.514824755088958,0.9161374719741813,600,0.009134054183959961,0.02453327178955078,25.0,7854.4921875,41.15571856498718,242.29172253608704,50219,0.8326334953308105
6,50,0.023829477696274692,0.8826543400401314,0.9888098870270804,5459,0.08903980255126953,0.05457966000426049,31.3,7842.67578125,41.15571856498718,242.29172253608704,50219,0.8326334953308105
6,100,0.02444481230810186,0.8894004231158228,0.986280513258992,10435,0.16986560821533203,0.05973970772016166,26.6,7842.3671875,41.15571856498718,242.29172253608704,50219,0.8326334953308105
6,150,0.056372239415468484,0.883073280639372,0.9899605580579915,15413,0.25069260597229004,0.06316978726165974,26.1,7842.1015625,41.15571856498718,242.29172253608704,50219,0.8326334953308105
6,200,0.09032967625034038,0.882520162707918,0.9891273358504908,20390,0.33139538764953613,0.06560979197867474,26.4,7839.546875,41.15571856498718,242.29172253608704,50219,0.8326334953308105
6,250,0.02928674799147246,0.8937459920978962,0.9902752974378644,25356,0.41629648208618164,0.06901303230528813,43.8,8012.4296875,41.15571856498718,242.29172253608704,50219,0.8326334953308105
6,300,0.13894853886603625,0.8953095453285687,0.9902818677389404,30332,0.5025177001953125,0.07175333476145798,38.4,7823.16015625,41.15571856498718,242.29172253608704,50219,0.8326334953308105
6,350,0.21506979315118463,0.9218643376600951,0.9902840861757275,35304,0.5843865871429443,0.07437007243816669,28.7,7805.97265625,41.15571856498718,242.29172253608704,50219,0.8326334953308105
6,400,0.24445826230995144,0.9150464222632677,0.990283114837936,40280,0.6674208641052246,0.07697817096091862,31.9,7786.58203125,41.15571856498718,242.29172253608704,50219,0.8326334953308105
6,450,0.27979283266870036,0.921353001012534,0.9902834861545627,45247,0.7501466274261475,0.0795793887516876,27.5,7784.90234375,41.15571856498718,242.29172253608704,50219,0.8326334953308105
6,500,0.144601414329665,0.9044851466551845,0.990280931904089,50219,0.8326334953308105,0.08210446544274122,27.7,7788.74609375,41.15571856498718,242.29172253608704,50219,0.8326334953308105
