run,generation,min_fitness,mean_fitness,max_fitness,fitness_calls,fitness_time_total,avg_time_per_gen,cpu_percent,memory_used_MB,run_time_seconds,total_time_seconds,total_fitness_calls,total_fitness_eval_time
29,1,0.20589587786524494,0.500851783729432,0.9566959471018055,599,0.010060787200927734,0.02832210063934326,34.3,8566.29296875,50.87731432914734,1376.882028579712,50171,1.045579195022583
29,50,0.11667991987300164,0.8898769429304052,0.9877280160878676,5389,0.09493017196655273,0.06683383268468521,36.2,8600.6953125,50.87731432914734,1376.882028579712,50171,1.045579195022583
29,100,0.022997227965135092,0.8897602284937522,0.990283873277549,10359,0.18651318550109863,0.07015368253877848,33.4,8600.68359375,50.87731432914734,1376.882028579712,50171,1.045579195022583
29,150,0.011799015173863059,0.8851496472937214,0.9902840502943687,15340,0.27800846099853516,0.07113686934212185,36.8,8554.28125,50.87731432914734,1376.882028579712,50171,1.045579195022583
29,200,0.022726636103148623,0.9032973015626974,0.9902840663891934,20321,0.3898124694824219,0.07744048128080605,62.0,8557.9609375,50.87731432914734,1376.882028579712,50171,1.045579195022583
29,250,0.02412278501785442,0.9087437528186365,0.990283930278812,25291,0.4858992099761963,0.07935142612077326,40.5,8563.765625,50.87731432914734,1376.882028579712,50171,1.045579195022583
29,300,0.10471019475601168,0.9255327376669807,0.9902824515933217,30270,0.5745859146118164,0.08092795891619203,40.6,8713.07421875,50.87731432914734,1376.882028579712,50171,1.045579195022583
29,350,0.031976315614738404,0.9099567511630364,0.990283994621297,35247,0.693504810333252,0.087685618305478,56.5,8586.91015625,50.87731432914734,1376.882028579712,50171,1.045579195022583
29,400,0.026167545116879798,0.911633603085224,0.9902824660670365,40228,0.8187260627746582,0.0944538651559121,62.5,8552.1171875,50.87731432914734,1376.882028579712,50171,1.045579195022583
29,450,0.02416858421889806,0.911172615398357,0.9902840269122409,45199,0.9423966407775879,0.0997177444381883,59.2,8539.3125,50.87731432914734,1376.882028579712,50171,1.045579195022583
29,500,0.027212193753510805,0.897458000038323,0.990282094542392,50171,1.045579195022583,0.10150423068962174,48.9,8546.70703125,50.87731432914734,1376.882028579712,50171,1.045579195022583
