run,generation,min_fitness,mean_fitness,max_fitness,fitness_calls,fitness_time_total,avg_time_per_gen,cpu_percent,memory_used_MB,run_time_seconds,total_time_seconds,total_fitness_calls,total_fitness_eval_time
5,1,0.16300796791974625,0.5009588367518902,0.8383004718207656,600,0.009702205657958984,0.025680065155029297,30.0,7826.8203125,41.093080043792725,201.13477849960327,50201,0.8371965885162354
5,50,0.021491338740477095,0.8330783917139672,0.957101233733672,5447,0.09127426147460938,0.05079322235257018,31.3,7808.68359375,41.093080043792725,201.13477849960327,50201,0.8371965885162354
5,100,0.027504725404789265,0.841430771386194,0.9217943897319137,10406,0.1722245216369629,0.059617934840740544,26.4,7811.7265625,41.093080043792725,201.13477849960327,50201,0.8371965885162354
5,150,0.021504043198190825,0.8587617737209243,0.9218034670380424,15367,0.25333166122436523,0.06402249367821296,26.3,7821.4140625,41.093080043792725,201.13477849960327,50201,0.8371965885162354
5,200,0.026475005678844532,0.8375975009356623,0.9217988451675194,20348,0.33476877212524414,0.0670310656229655,26.3,7817.0390625,41.093080043792725,201.13477849960327,50201,0.8371965885162354
5,250,0.05674482961612093,0.8560059555273751,0.9218091501304768,25329,0.4180898666381836,0.06980915183565056,30.8,7812.73046875,41.093080043792725,201.13477849960327,50201,0.8371965885162354
5,300,0.021482759445340338,0.85535356811104,0.9217992279603111,30310,0.5019717216491699,0.07227191655738806,27.0,7810.546875,41.093080043792725,201.13477849960327,50201,0.8371965885162354
5,350,0.09723272996771681,0.8452534043389769,0.9217938017205122,35265,0.5883805751800537,0.07511231702277463,42.4,8023.9609375,41.093080043792725,201.13477849960327,50201,0.8371965885162354
5,400,0.03733010013130217,0.8495835593141327,0.9218107848964618,40238,0.6711711883544922,0.07745136584426994,27.7,7873.796875,41.093080043792725,201.13477849960327,50201,0.8371965885162354
5,450,0.034190512054553146,0.8484145080262674,0.9218088699022468,45216,0.7540977001190186,0.0796989532902077,26.8,7857.7578125,41.093080043792725,201.13477849960327,50201,0.8371965885162354
5,500,0.04768485228960051,0.8474382133477462,0.9218090042157907,50201,0.8371965885162354,0.08198118638135717,26.0,7854.49609375,41.093080043792725,201.13477849960327,50201,0.8371965885162354
