run,generation,min_fitness,mean_fitness,max_fitness,fitness_calls,fitness_time_total,avg_time_per_gen,cpu_percent,memory_used_MB,run_time_seconds,total_time_seconds,total_fitness_calls,total_fitness_eval_time
19,1,0.15945513203690048,0.49924367461117664,0.9575055470543471,600,0.010548591613769531,0.028149843215942383,30.3,7857.90625,45.51060748100281,776.4217009544373,50130,0.9164931774139404
19,50,0.06346949094472942,0.8880376090661661,0.9876430942800729,5340,0.09735655784606934,0.07009171037112966,35.6,7891.984375,45.51060748100281,776.4217009544373,50130,0.9164931774139404
19,100,0.10445096793328956,0.8949939744502644,0.9891432723214686,10317,0.18872880935668945,0.07390730687887362,32.0,7856.73046875,45.51060748100281,776.4217009544373,50130,0.9164931774139404
19,150,0.06377897352969675,0.9081971630962332,0.990283081935864,15283,0.2752864360809326,0.07542560905810224,28.0,7844.27734375,45.51060748100281,776.4217009544373,50130,0.9164931774139404
19,200,0.0025599403629738005,0.9107976437079264,0.9986383408847774,20254,0.36446332931518555,0.07724389270763492,29.2,7840.296875,45.51060748100281,776.4217009544373,50130,0.9164931774139404
19,250,0.022549535450675284,0.8978978202139983,0.9997858971359322,25231,0.45459914207458496,0.07931162256643591,36.1,7839.01953125,45.51060748100281,776.4217009544373,50130,0.9164931774139404
19,300,0.029914638832936935,0.9092553252454718,0.990284078932363,30208,0.5431032180786133,0.08091101297904486,33.4,7913.12109375,45.51060748100281,776.4217009544373,50130,0.9164931774139404
19,350,0.021682513987622,0.9176569939007972,0.9902833907677339,35187,0.6350035667419434,0.0831977621442572,40.0,7980.61328125,45.51060748100281,776.4217009544373,50130,0.9164931774139404
19,400,0.023599148459190367,0.9196358060050194,0.9984726783607275,40172,0.7272570133209229,0.08562186769119225,32.2,7828.40234375,45.51060748100281,776.4217009544373,50130,0.9164931774139404
19,450,0.021468159776556417,0.9002303288633805,0.9902840034563696,45153,0.8189404010772705,0.08767259200237806,32.9,7825.43359375,45.51060748100281,776.4217009544373,50130,0.9164931774139404
19,500,0.029396595353396837,0.8928772813800431,0.9902826123467194,50130,0.9164931774139404,0.09079639402454247,42.2,7861.07421875,45.51060748100281,776.4217009544373,50130,0.9164931774139404
