strategy,generation,min_fitness,mean_fitness,max_fitness,time_per_gen,total_time,cpu_percent,memory_used_MB,mean_diversity,mutation_rate,reinitializations
4,1,0.48514317340507884,0.5002023595111293,0.5474474779439146,0.016121864318847656,0.016121864318847656,30.8,389.91015625,203.52477922462194,0.1,0
4,2,0.4394884144039834,0.4979261677408103,0.529365852019491,0.015794754028320312,0.03191661834716797,30.525,389.91015625,160.46559895427094,0.1,0
4,3,0.37720289609755187,0.4982767046014176,0.6516101411978555,0.015551090240478516,0.047467708587646484,15.55,389.91015625,103.12607512306693,0.1,0
4,4,0.29319392805817346,0.4890217608850274,0.687716113252189,0.01565718650817871,0.0631248950958252,30.925,389.91015625,75.47467896302304,0.1,0
4,5,0.17034789749520646,0.4755490083880622,0.8206840017305257,0.015747547149658203,0.0788724422454834,30.75,389.91015625,50.42665995012924,0.1,0
4,6,0.0568241059133891,0.48051253741926414,0.8728818766905012,0.0168304443359375,0.0957028865814209,14.4,389.91015625,29.215129843674003,0.1,0
4,7,0.0568241059133891,0.47538200972555744,0.9212550497252749,0.016621112823486328,0.11232399940490723,29.15,389.91015625,16.326480937619102,0.1,0
4,8,0.0568241059133891,0.41472413841868916,0.9188359239492702,0.015459775924682617,0.12778377532958984,31.1,389.91015625,10.349777477322082,0.1,0
4,9,0.0568241059133891,0.34563802427507156,0.9215321844918377,0.015414953231811523,0.14319872856140137,15.6,389.91015625,7.977956452685979,0.1,0
4,10,0.0568241059133891,0.293093602227044,0.916684299848334,0.015121221542358398,0.15831995010375977,31.85,389.91015625,6.5778193720468225,0.1,0
4,11,0.0568241059133891,0.26882185328696445,0.9218023845710231,0.015354633331298828,0.1736745834350586,15.675,389.91015625,5.205058689940242,0.1,0
4,12,0.0568241059133891,0.22467145960405763,0.920401255720704,0.015412092208862305,0.1890866756439209,31.275,389.91015625,4.1211032954052245,0.15000000000000002,0
4,13,0.0568241059133891,0.19654591640012625,0.9218060229062363,0.016344070434570312,0.2054307460784912,29.075,389.91015625,3.400809723504574,0.22500000000000003,0
4,14,0.0568241059133891,0.17063358382852256,0.9216790942349617,0.017088890075683594,0.2225196361541748,14.075,389.91015625,2.9447525380330473,0.3375,0
4,15,0.0568241059133891,0.15584790768485646,0.9200557891908585,0.0176694393157959,0.2401890754699707,27.275,389.91015625,2.5640880358670284,0.5062500000000001,0
4,16,0.0568241059133891,0.17918429651565282,0.8625138599603754,0.016605854034423828,0.25679492950439453,28.875,389.91015625,2.509518322843107,0.7593750000000001,0
4,17,0.0568241059133891,0.23857258448786184,0.921753580376422,0.017027854919433594,0.2738227844238281,28.275,389.91015625,2.9791370130489985,1.1390625,0
4,18,0.0568241059133891,0.3030533886170389,0.9135684299046618,0.01771402359008789,0.291536808013916,27.2,389.91015625,3.8690564269030525,1.7085937500000001,0
4,19,0.0568241059133891,0.2917760374224027,0.9217657423384871,0.016150236129760742,0.30768704414367676,14.9,389.91015625,5.307735352493034,1.7085937500000001,0
