strategy,generation,min_fitness,mean_fitness,max_fitness,time_per_gen,total_time,cpu_percent,memory_used_MB,mean_diversity,mutation_rate,reinitializations
1,1,0.4976934094879192,0.49994418713291805,0.5032417604221571,0.029272794723510742,0.029272794723510742,25.525,389.91015625,251.48178162877596,0.1,0
1,2,0.49737575088476443,0.4998403379672635,0.5009086537084302,0.028625011444091797,0.05789780616760254,25.675,389.91015625,242.83283209282686,0.1,0
1,3,0.4992411027600972,0.4998981891139215,0.5008798384121271,0.029303550720214844,0.08720135688781738,25.0,389.91015625,227.75985388698797,0.1,0
1,4,0.4992118858615161,0.49987721154548137,0.5005039073193724,0.029063940048217773,0.11626529693603516,25.275,389.91015625,195.18931730340302,0.1,0
1,5,0.49933529233579976,0.49995729764917085,0.5006696354728772,0.028122425079345703,0.14438772201538086,26.15,389.91015625,0.7894799290708517,0.15000000000000002,0
1,6,0.49936346907088736,0.4999409705943567,0.5006479173753352,0.028391599655151367,0.17277932167053223,25.9,389.91015625,0.776049665262963,0.22500000000000003,0
1,7,0.49927382927228886,0.4999194046273945,0.5007564907613117,0.030546903610229492,0.20332622528076172,24.1,389.91015625,0.956515506282394,0.3375,0
1,8,0.4992708940877812,0.49993863692399504,0.5007585082002027,0.03068828582763672,0.23401451110839844,23.875,389.91015625,1.2793431520301817,0.5062500000000001,0
1,9,0.49926988696818,0.4999308979970101,0.5007585238916261,0.030219078063964844,0.2642335891723633,24.35,389.91015625,1.804320109191785,0.7593750000000001,0
1,10,0.49926993577040685,0.4999476742309347,0.5007585870072113,0.02947854995727539,0.29371213912963867,24.95,389.91015625,2.5940712923356752,1.1390625,0
1,11,0.49921444006776755,0.49996217730703335,0.5007586033273744,0.02857804298400879,0.32229018211364746,25.725,389.91015625,3.950848678313616,1.7085937500000001,0
1,12,0.4992115854545335,0.5000148099124178,0.5008116424975892,0.028220653533935547,0.350510835647583,25.95,389.91015625,5.761213103113994,1.7085937500000001,0
1,13,0.49921161609406006,0.4999702089925702,0.5007585802416297,0.028659820556640625,0.37917065620422363,25.65,389.91015625,5.912168548125572,1.7085937500000001,0
1,14,0.49921940632253864,0.4999472730567851,0.5008180707638087,0.028180837631225586,0.4073514938354492,26.075,389.91015625,5.789931357289916,1.7085937500000001,0
1,15,0.49921279106037886,0.49995843586394045,0.5008151080157249,0.028273820877075195,0.4356253147125244,26.0,389.91015625,5.714452691429091,1.7085937500000001,0
1,16,0.49921159103614804,0.49996781663079637,0.5007957490148148,0.028606891632080078,0.4642322063446045,25.7,389.91015625,5.782312427113185,1.7085937500000001,0
1,17,0.4991585353868009,0.49995135658702433,0.5008068882599133,0.028249740600585938,0.49248194694519043,25.975,389.91015625,5.78204080346756,1.7085937500000001,0
1,18,0.49921158871523447,0.499967495816097,0.5007586038768119,0.0298919677734375,0.5223739147186279,24.6,389.91015625,5.839448044717879,1.7085937500000001,0
1,19,0.4992125913266077,0.49994605912465734,0.5008197595974135,0.030580520629882812,0.5529544353485107,23.975,389.91015625,5.669180566853588,1.7085937500000001,0
1,20,0.4992116417522925,0.49996003318776133,0.5008064882789628,0.02920842170715332,0.5821628570556641,25.15,389.91015625,5.762777823939696,1.7085937500000001,0
